ability_id,original_ability,side,supply_occurrences,supply_file_count,demand_occurrences,demand_record_count,supply_evidence_sample,demand_evidence_sample,demand_job_sample
2314,渔业装备电气设计能力,demand,0,0,1,1,,负责渔业装备方案设计、基础设计、详细设计电气图纸绘制及相关技术文件编制；与船东，船检，设备供应商沟通，准备电气设备订货技术协议谈判和编制,工程师/高级工程师（电气）
2315,渔业资源利用与修复能力,supply,1,1,0,0,掌握渔业资源利用与修复、增殖养殖工程、渔业管理、渔业大数据与卫星遥感等专业知识，具备综合运用所学专业理论和技术手段解决渔业工程问题的研究和应用基本能力。,,
2316,渔业资源管理能力,supply,1,1,0,0,掌握现代渔业资源开发、资源养护、环境保护和渔业管理等方面的法律、法规和政策，能够应用于可持续海洋渔业资源管理和环境保护，具有从事与海洋资源与环境专业相关的渔业资...,,
2317,渔政管理与渔港监督实习能力,supply,1,1,0,0,渔政管理与渔港监督实习（1周，1学分），旨在培养学生创造性解决实际问题的能力。,,
2318,港口与海岸带生态环境保护能力,supply,1,1,0,0,能够运用基础知识、专业知识和现代工具，发现、分析和解决港口与海岸带生态环境保护领域的复杂环境工程问题。核心课程包括海洋环境学、港口环境工程学等。,,
2319,港口与物流规划管理能力,supply,1,1,0,0,限选-专业及方向课程：港口经济与管理、港口工程与规划、港口物流系统仿真、集装箱码头业务；限选-专业(类)基础课：物流与供应链管理,,
2320,港口与航运物流能力,supply,1,1,0,0,国际集装箱运输、港口概论、港口物流理论与实践操作、国际航运经济学（双语）、海商法（双语）、船舶实习（技术）,,
2321,港口与航运管理能力,supply,1,1,0,0,港口管理、航运管理、港口物流、港口装卸工艺、港口工程与规划、航运经济学等课程，支撑港口与航运管理能力,,
2322,港口与航道工程施工管理能力,demand,0,0,1,1,,具有防波堤泊位工程施工及现场安全技术质量管理经验者优先；具有港口疏浚工程施工及现场安全技术质量管理经验者优先,工程项目管理及施工技术人员
2323,港口与航道工程监理能力,demand,0,0,1,1,,具有国家监理工程师证书，注册专业为港口与航道专业；具有1年以上防波堤工作经验。,港口与航道监理工程师
2324,港口与航道工程管理能力,demand,0,0,1,1,,五年以上相关行业工作经历；持港口与航道工程专业一级建造师证书，或具有中级及以上港口与航道工程专业职称证书。,港口与航道工程管理人员
2325,港口与航道工程项目现场管理能力,demand,0,0,1,1,,在项目工程师的指导下，开展本专业项目现场管理，检查承包单位投入的人力、材料、主要设备，复核工程计量数据,土建工程师（舟山）
2326,港口与航道工程项目管理能力,demand,0,0,1,1,,负责跟进工程项目招投标、预决算及合同管理等工作；有大中型项目现场管理工作经验优先,一级机电/港航建造师
2327,港口与近海工程现场管理能力,demand,0,0,1,1,,在项目工程师的指导下，开展本专业项目现场管理，做好原始记录（包括设计协调、采购招标、技术管理、场地管理、质量、成本和进度控制）,土建工程师（三亚）
2328,港口与近海工程研究能力,demand,0,0,1,1,,研究方向为港口与近海工程、海洋水文、海洋地质。,2025届校园招聘——海洋类专业（博士）
2329,港口业务操作能力,supply,1,1,0,0,具有码头商务、码头生产计划调度、码头设备操作与维护、港口库场管理、港口装卸工艺、现场指挥、外轮理货、船务代理、船舶代理的操作能力,,
2330,港口事故应急处理能力,demand,0,0,1,1,,组织事故的施救、原因调查分析和处理工作,港口调度室主任（印尼） (MJ003389)
2331,港口件杂货操作能力,demand,0,0,1,1,,负责监督工程项目件杂货港口操作(如接货、装箱、装船等)、节约船舶租期、减少货损发生,码头经理
2332,港口作业全程监控与应急处置能力,demand,0,0,1,1,,负责港口集装箱装箱、拆箱、仓储、件杂货装船等港口作业全程监控和应急处置,码头管理科科长
2333,港口使费与营收管理能力,demand,0,0,1,1,,协助审核港口使费、营收、滞期费的计算，协助营收和滞期费的收取及催缴工作。,租船操作岗
2334,港口信息化新技术研发应用能力,demand,0,0,1,1,,负责港口信息化新技术研发及设计、应用，以及完善推广,港口信息化工程师
2335,港口信息化方案设计与售前能力,demand,0,0,1,1,,理解港口行业的特点、痛点及发展趋势，结合5G、北斗、大数据、AI等技术，制定应用于港口的产品方案；负责对港口领域项目售前方案相关工作，引导客户需求并论证方案可行...,项目经理（智慧港口）
2336,港口信息化系统开发与实施能力,demand,0,0,1,1,,负责港口信息化系统软件需求调研、系统开发组织与协调、系统现场部署安排,港口信息化工程师
2337,港口全面管理能力,demand,0,0,1,1,,协助总经理做好港口内全部管理工作，分管设备部、综合管理部等；投递简历人员必须具备海港工作经验。,港口副总经理
2338,港口内贸操作与协调能力,demand,0,0,1,1,,对接船公司（主要是内贸）、码头办单等事宜；协调铁路、码头、船公司和车队等，做好日常关系维护；现场问题的沟通、处理异常等。,现场操作员
2339,港口团队与关系协调管理能力,demand,0,0,1,1,,负责多个港口的人员工作按排与合理调动；负责各港口、海关、海事及港口物流供应商的关系维护；港口收货检验科团队管理,码头管理科科长
2340,港口堆场作业调度能力,demand,0,0,1,1,,根据昼夜生产计划，组织流机或车队现场调派现场作业；堆场日常操作：转堆、分堆、校称、排挡板、灭火、喷淋、苫盖、抽水、配煤等,理货员
2341,港口安全体系编撰与管理能力,demand,0,0,1,1,,具备丰富的程序文件体系编撰经验；建立和完善公司的安全管理规章制度以及各项操作规程，建立安全管理台账及档案归档保存等工作。,安全主管
2342,港口安全生产体系构建能力,demand,0,0,1,1,,根据港口实际及印尼当地行业管理要求，建立港口安全生产管理体系；并组织拟定安全生产规章制度、操作规程和生产安全事故应急预案等体系制度文件,港口调度室主任（印尼） (MJ003389)
2343,港口安全管理能力,demand,0,0,1,1,,具有港口安全领域工作经验优先；负责港区的安全监督，及时纠正和处罚违章违纪行为。,安全主管
2344,港口岸电产品营销推广能力,demand,0,0,1,1,,负责公司岸电产品在港口行业内的营销推广，以及新客户新渠道的开发；完成年度制定的销售额目标,区域销售经理（港口销售）
2345,港口岸电设备安装调试能力,demand,0,0,1,1,,负责完成山东区域港口现场设备（如岸电电源、变频器等）的安装调试任务；负责进行现场设备的维护,售后技术支持工程师（上市公司）
2346,港口工程BIM建模能力,demand,0,0,1,1,,按照BIM标准搭建水工专业、钢结构专业、机电专业的BIM建筑信息模型；按项目要求，制作项目标高、轴网样板文件；依据图纸以及国家规范和标准图集，做好全套施工图的B...,bim建模工程师（兼职2月）
2347,港口工程BIM模型Web开发配合能力,demand,0,0,1,1,,完成BIM模型RVT文件；生成IFC格式文件，并配合B/S开发工程师将IFC文件导入Web引擎，完成网页端的BIM开发；需配合B/S开发工程师进行网页端的BIM...,bim建模工程师（兼职2月）
2348,港口工程与海岸近海工程能力,supply,1,1,0,0,课程包括港口工程与规划、海岸与近海工程、近海工程结构防灾减灾，以及港口规划课程设计等实践。,,
2349,港口工程传动产品技术支持能力,demand,0,0,1,1,,熟悉工程传动产品变频器原理及应用；有钢铁、港口、建材、化工等行业传动产品应用经验优先考虑。,技术支持工程师（海工项目）(J10964)
2350,港口工程建设管理能力,demand,0,0,1,1,,负责港口工程项目的建设管理工作，具体做好测量、质检、质量控制、进度控制等具体事务；负责工程招投标、预结算、竣工验收、资料归档、审计等工程技术管理工作。,资深港口工程师（印尼） (MJ003388)
2351,港口工程现场协调能力,demand,0,0,1,1,,负责对施工现场的协调和控制，对项目生产要素进行优化配置和动态管理,工程项目经理
2352,港口工程设计管理能力,demand,0,0,1,1,,担任港口工程设计人员、专业负责人、项目经理、设计代表等工作；负责组织设计策划、编写、调整工作大纲，并组织实施；负责组织评审设计输入条件,水运工程设计师
2353,港口工程资料管理能力,demand,0,0,1,1,,负责港口工程项目资料文件的收、发及存档；负责港口工程项目各分部分项验收资料，办理现场的工作联系单及相应资料，工程增补签证资料；负责收集和整理工程资料、竣工资料。,港口资料员兼综合管理员（印尼） (MJ003391)
2354,港口工程项目实施与方案设计能力,demand,0,0,1,1,,负责重点项目方案输出、标书制作、项目实施；配合销售拜访客户完成客户需求收集分析。,技术支持工程师（海工项目）(J10964)
2355,港口工程项目运营维护管理能力,demand,0,0,1,1,,协助部门负责人开展项目运营维护管理工作；完成运维管理制度的编制和修订；协助项目公司完成法律合规、风险监控和法律纠纷等管理工作；协助完成项目运营维护前期策划、绩效...,中国铁建港航局集团投资事业部 运维管理部 部员
2356,港口库场管理能力,supply,1,1,0,0,港口库场实务课程培养具有团队合作精神，满足港口库场库管员等岗位需要的库场管理工作一线技能人才,,
2357,港口投资项目分析能力,demand,0,0,1,1,,对意向投资项目开展前期调研，并进行投资初步分析，编制项目调研报告；通过构建财务模型对拟投资项目进行投资收益分析，提供投资建议；编制项目立项报告、可行性研究报告等...,综合管理岗
2358,港口施工现场协调管理能力,demand,0,0,1,1,,负责港口在建项目施工现场的协调、监督、管理等。,资深港口工程师（印尼） (MJ003388)
2359,港口智能化设施升级能力,demand,0,0,1,1,,参与港口集装箱起重机远程控制技术的应用落地，港口智能化设施设备的升级改造等,电气工程师
2360,港口智能识别系统技术支持与实施能力,demand,0,0,1,1,,具有港口或控制相关行业智能识别系统设计或实施的相关经验者优先；负责研发类子系统或常规子系统项目的技术支持及实施跟进、管理工作；熟悉港机自动控制技术需求优先,系统应用工程师
2361,港口机械备件与技术分析能力,demand,0,0,1,1,,建立和维护所分管设备的设备档案，包括：基础信息、定期技术分析数据、维保记录、重点部件更换记录等；编制所分管设备的备件/备品需求计划,机械工程师
2362,港口机械电气元件选型与测试能力,demand,0,0,1,1,,负责系统零部件选型、计算、检验标准制定、试装及效果验证；熟练掌握传感器、PLC等电气元件使用方法、性能和选型原则。,电气系统工程师-徐工港机 (MJ000685)
2363,港口机械电气施工指导能力,demand,0,0,1,1,,掌握专业的电气施工工艺以及工作流程；能设计及审核电气专业图纸，并能到现场指导施工。,电气工程师
2364,港口机械电气系统设计能力,demand,0,0,1,1,,负责港机产品电气系统的设计、优化、技术支持工作；负责电气系统原理设计、图纸编制及技术改进。,电气系统工程师-徐工港机 (MJ000685)
2365,港口机械电气设计能力,demand,0,0,1,1,,具有3-5年起重机，港口机械，大型设备设计经验，能够熟练卸船机，装船机，堆取料机等机械的方案设计；对施耐德，ABB，西门子等变频器及PLC能熟练设计选型。,电气工程师
2366,港口机械管理与维护能力,demand,0,0,1,1,,编制机械类设备运行、操作、保养的相关制度/流程/手册/标准等并监督、检查其落实情况；制定维保方案，监督、检查委外单位/外包单位的维保过程并进行验收,机械工程师
2367,港口机械设备安装调试能力,demand,0,0,1,1,,熟悉机械安装图，掌握中级钳工理论知识；熟练使用钳工相关工具；熟悉热套、冷冻作业及工艺流程；有5年以上高处作业、港口机械、矿山机械等大型设备安装经验,钳工
2368,港口机械设备故障诊断与应急能力,demand,0,0,1,1,,能正确分析和判断日常机械设备故障的能力，具有较强处置突发情况的能力,门座式起重机司机
2369,港口机械设备点检与故障诊断能力,demand,0,0,1,1,,负责机械设备的专业点检工作；根据报修情况，深入现场汇同相关人员分析、判断故障,机械维修工
2370,港口机械设备维修能力,demand,0,0,1,1,,负责港口机械设备（胶带输送机、起重机械、流动机械、专用机械及其他相关设备）的日常维修等技术管理工作；负责组织人员进行机械设备的计划修理、抢修、故障处理,机械维修工
2371,港口机械金属表面防腐处理能力,demand,0,0,1,1,,负责港口机械金属表面防腐处理，按照相关标准和规范进行防腐处理，确保产品质量和安全性,防腐工
2372,港口机械钢管总成技术管理能力,demand,0,0,1,1,,了解工程机械、矿山机械、港口机械、风电等国内外优秀整机行业设计原理，以及整机各系统中钢管总成的设计与选型，熟悉钢管总成制造工艺。,钢管总成项目技术主管
2373,港口机械防腐施工能力,demand,0,0,1,1,,负责港口机械金属表面防腐处理，确保产品质量和安全性。,防腐工
2374,港口机电工程现场施工与技术指导能力,demand,0,0,1,1,,配合公司进行在建工程项目的现场管理、现场配合施工、技术指导、商务对接等,项目副总经理
2375,港口水利工程设计能力,demand,0,0,1,1,,实施公司港口、水利工程项目设计，承担项目各阶段的设计及校审工作；负责专业图纸的设计，参与图纸的校核。,水文专业技术人员
2376,港口水工工程施工管理能力,demand,0,0,1,1,,具有防波堤泊位工程施工及现场安全技术质量管理经验者优先；具有港口疏浚工程施工及现场安全技术质量管理经验者优先。,工程项目管理及施工技术人员
2377,港口水工工程设计管理能力,demand,0,0,1,1,,负责工程项目中的排水施工图设计管理工作；负责编写排水技术要求，检查设计及施工图纸；保证设计项目的安全、可实施性及符合国内国际的设计规范。需求专业包括港口航道与海...,水工专工（浙江浙能六横液化天然气(LNG)有限公司）
2378,港口水工结构设计能力,demand,0,0,1,1,,水利水电工程、水工结构工程、港口、海岸及近海工程等相关专业。,水工设计师（应届）
2379,港口水工计算与平面布置能力,demand,0,0,1,1,,熟悉水工软件计算、总平面布置，有港口评估、设计咨询、通航安全影响评价工作经历优先考虑。,港航水运水利设计师
2380,港口水电气土建设施管理能力,demand,0,0,1,1,,编制水、电、土建类设施/设备的运行、操作、保养的相关制度/流程/手册/标准等并监督、检查其落实情况；建立和维护所分管设备/设施的档案,综合工程师（土建方向）
2381,港口油气设备机务维护能力,demand,0,0,1,1,,执行公司、部门相关的技术标准和管理标准，配合机务班长作好班组基础管理工作；执行本部门有关的设备（机务）维护、检修的技术规程,专业维护岗（机修员）
2382,港口海岸及近海工程专业基础,supply,1,1,0,0,具备港口、海岸及近海工程较坚实的基础理论和专门知识；能独立完成文献前沿综述、开展野外和实验室工作、设计研究技术路线、解决与本学科关联的科学和技术问题。,,
2383,港口海岸及近海工程水工设计能力,demand,0,0,1,1,,水利水电工程、水工结构工程、港口、海岸及近海工程、水文学及水资源、水力学及河流动力学等相关专业,水工设计师（应届）
2384,港口海岸及近海工程现场管理能力,demand,0,0,1,1,,开展本专业项目现场管理；土木工程、工程管理、道路与桥梁工程、港口海岸及近海工程、交通运输工程,土建工程师（三亚）
2385,港口海岸工程现场管理能力,demand,0,0,1,1,,在项目工程师的指导下，开展本专业项目现场管理，做好原始记录（包括设计协调、采购招标、技术管理、场地管理、质量、成本和进度控制）；专业要求：港口海岸及近海工程。,助理土建工程师（三亚）
2386,港口海岸工程监理能力,demand,0,0,1,1,,负责监理项目现场管理及内部管理；参与监理项目投标文件编制；专业要求为港口、海岸及近海工程等；熟悉监理项目管理运作流程，具有大中型水利水电项目管理工作经验。,监理工程师
2387,港口物流业务操作能力,demand,0,0,1,1,,主要负责公司进出口业务港口代理、仓储、运输、保险、船代、租船及加工配送等物流业务的单证操作、客户开发、现场管理和客户服务等工作,货代业务员
2388,港口物流产业规划咨询能力,demand,0,0,1,1,,针对港口、陆港、物流园等开展专业物流和供应链的策划、规划和咨询工作；进行物流规划及交通运输领域的政策研究、行业跟踪、业态分析、课题研究等工作,物流规划师
2389,港口物流信息化产品规划与设计能力,demand,0,0,1,1,,负责港口物流信息化项目的整体解决方案、需求调研、原型设计和方案输出；负责港口物流业务线的客户需求及痛点的了解与收集，竞品及市场情况，推动市场化拓展工作。,产品经理
2390,港口物流信息化解决方案设计能力,demand,0,0,1,1,,负责港口物流信息化项目的整体解决方案、需求调研、原型设计和方案输出；负责港口物流业务线的客户需求及痛点的了解与收集,产品经理
2391,港口物流信息化项目实施管理能力,demand,0,0,1,1,,负责项目的具体实施过程，合理分解迭代任务，协同各方推进项目进展，并对最终上线和产品结果负责；负责港口物流信息化项目的招投标、合同编制等工作。,产品经理
2392,港口物流信息系统开发能力,demand,0,0,1,1,,具有港口经验优先，比如：液态一体化、理货类型的项目经验者（港航经验、物流行业）；熟悉JAVA分布式架构、微服务开发体系，熟练掌握MySQL、oracle数据库操...,Java开发工程师（烟台港）
2393,港口物流大数据分析能力,demand,0,0,1,1,,负责宏观经济类、贸易类数据产品策划、行业专题分析；围绕港口物流智慧生态产品和业务，竞品信息收集、调研、分析,行业研究分析师
2394,港口物流实践操作能力,supply,1,1,0,0,特色课程包括港口物流理论与实践操作，该课程包含16学时实验。,,
2395,港口物流市场调研分析能力,demand,0,0,1,1,,开展市场调研，掌握行业动态，为领导决策提供依据；具有敏锐的洞察力和一定的分析判断能力，擅长分析市场发展方向和动态。,汽车物流项目经理
2396,港口物流平台产品设计能力,demand,0,0,1,1,,负责港口物流综合平台的产品设计工作，主动收集与挖掘内外用户需求，完成需求分析、需求设计及需求落地等；具备TMS/OMS/WMS/BMS/FBA等物流系统产品经验...,产品经理
2397,港口物流时空数据处理与预测能力,demand,0,0,1,1,,负责基于物流场景下时空数据的预测与学习任务，如ETA、路径规划等,算法工程师
2398,港口物流智能算法研发能力,demand,0,0,1,1,,港口装卸、物流运输相关业务调度、规划等智能算法应用；精通运筹优化领域的核心问题、理论工具和基本方法；具备业务抽象和信息建模能力，能够快速对复杂优化问题建模。,算法
2399,港口物流深度学习与强化学习应用能力,demand,0,0,1,1,,探索深度学习、强化学习等技术在物流业务中的应用方向,算法工程师
2400,港口物流综合实践能力,supply,1,1,0,0,港口管理课程设计、综合课程设计、毕业实习及毕业论文等实践环节，支撑港口物流综合实践能力,,
2401,港口物流综合解决方案与市场拓展能力,demand,0,0,1,1,,围绕港口的进出口贸易流，打造有优势的综合物流链业务，或是行业物流综合服务；对港前物流、国际物流、多式联运有市场销售和业务落地经验,市场总监
2402,港口物流自动化系统应用能力,supply,1,1,0,0,特色课程：港口物流自动化系统。毕业要求涉及智能仪器、电子信息系统、测控系统、港航仪器与系统相关复杂工程问题。,,
2403,港口物流自动化系统能力,supply,1,1,0,0,限选课港口物流自动化系统课程，培养港口物流自动化系统的设计与应用能力。,,
2404,港口物流行业研究能力,demand,0,0,1,1,,执行大数据研究项目，负责项目对接、设计、推进、维护；对行业持续深入的研究，挖掘不同业务场景下的商业洞察,行业研究分析师
2405,港口物流规划咨询能力,demand,0,0,1,1,,针对港口、陆港、物流园等开展专业物流和供应链的策划、规划和咨询工作；能够独立承担物流规划和交通运输类咨询项目,物流规划师
2406,港口物流资源拓展与关系维护能力,demand,0,0,1,1,,负责与港口、船公司、铁路等物流资源单位建立良好的关系，争取优惠条件，解决疑难问题,物流资源拓展总监
2407,港口物流运营管理能力,demand,0,0,1,1,,熟悉综合性港口操作模式，精通港口操作流程、业务流程等；对项目工作及时发现并优化运营平台，拉动更多业务。,汽车物流项目经理
2408,港口物流销售能力,demand,0,0,1,1,,开发及维护华南铁路、水运市场，尤其是广州各港口；统筹涉铁路、水运业务行业大客户的开发和维护，粮食散改集、粮食集装箱物流业务。,物流销售经理
2409,港口物流项目管理能力,demand,0,0,1,1,,负责项目的具体实施过程，合理分解迭代任务，协同各方推进项目进展；负责港口物流信息化项目的招投标、合同编制等工作,产品经理
2410,港口物资管理能力,demand,0,0,1,1,,物资堆场的日常管理工作；与港口公司沟通协调车辆进出、堆场位置、物资装卸、物料苫盖、过磅单据收集工作；物资入库数量、出库数量的日常统计工作,港口操作员（本岗位为2023年校招）
2411,港口现场作业组织与监管能力,demand,0,0,1,1,,根据作业计划有效组织及监管现场操作，合理调配作业资源，下达作业指令、监控作业过程，确保装卸作业高效、流畅地进行,操作培训生-现场/控制
2412,港口现场安全用电管理能力,demand,0,0,1,1,,做好当班供电范围内作业现场中安全用电的指导工作，及时对突发性电气故障进行抢修；对不安全因素、隐患应立即采取有效安全措施,电工
2413,港口现场操作协调能力,demand,0,0,1,1,,对接船公司（主要是内贸）、码头办单等事宜；协调铁路、码头、船公司和车队等，做好日常关系维护。,现场操作员
2414,港口理货作业能力,demand,0,0,1,1,,集装箱清点、装拆箱、铅封、箱损验残、核对记录等；件杂货货物清点分类、货物验残、核对记录等。,理货员（高栏港区）
2415,港口生产计划调度能力,demand,0,0,1,1,,科学合理制订船舶靠离泊计划及生产作业计划，确保各个生产环节衔接顺畅；配合公司及部门领导协调好港航、船货代、拖轮、铁路公司、引航、货主、船东等外部单位的关系。具有...,生产计划员
2416,港口生产调度能力,demand,0,0,1,1,,在生产计划调度中，实时掌握船舶动态，发挥监督管理作用，落实靠泊开航计划,船务部副经理
2417,港口电气产品技术支持能力,demand,0,0,1,1,,有高压变频、岸电或港口电气类产品项目经验者优先；配合销售人员完成技术交流；分析、引导用户需求，编写产品技术方案,售前技术支持工程师
2418,港口电气工程施工实施能力,demand,0,0,1,1,,制定项目施工方案、进度计划；进行主要元器件采购策划；办理项目竣工结算；熟悉机电安装工程相应施工标准、规范；参与项目规划工作，负责编制工程总包项目的施工组织类文件...,项目经理（机电工程）
2419,港口电气控制系统开发与调试能力,demand,0,0,1,1,,负责港口散货皮带机、水处理等电控系统开发，提供系统电气自动化设计方案并实现；负责自动化项目的工程设计、系统组态、安装指导、现场调试,电气控制工程师
2420,港口电气控制系统维护与故障排除能力,demand,0,0,1,1,,具备对电气控制系统进行调试、维护和故障排除的能力；现场电气安装指导及设备电气改造现场查勘工作,电气控制工程师
2421,港口电气类售前技术支持能力,demand,0,0,1,1,,有高压变频、岸电或港口电气类产品项目经验者优先；分析、引导用户需求，编写产品技术方案,售前技术支持工程师（储能）
2422,港口电气设备管理能力,demand,0,0,1,1,,负责港口机械设备（电气部分）以及港区供配电的技术管理工作；对分管设备（电气部分）的维修提供现场技术支持。,港口电气主任（印尼） (MJ003390)
2423,港口电气设备维护与抢修能力,demand,0,0,1,1,,参与港区电气设备设施的日常维护、保养及抢修工作；定期对供电设施进行巡查，及时对突发性电气故障进行抢修,电工
2424,港口电气设备维护能力,demand,0,0,1,1,,负责分管电气设备维修、保养质量，并负责维修、保养验收工作；负责分管设备的动态、静态检查工作。,电气工程师
2425,港口电气设备选型与图纸设计能力,demand,0,0,1,1,,负责设备电气元器件选型，图纸及相关电气自动化设计；电气控制系统电缆清册设计,电气控制工程师
2426,港口码头土建质量管理能力,demand,0,0,1,1,,负责监督承包商施工组织设计中涉及到本专业的内容，审核本专业的施工方案、技术交底、质量控制措施等；熟悉本专业的施工图、施工技术规范和施工工艺流程、质量评定标准，对...,土建质量工程师（码头外包）
2427,港口码头工程设计审查能力,demand,0,0,1,1,,根据合同的约定、设计图纸及相关规范规程的要求，协助审核本专业施工图纸,码头主管工程师
2428,港口码头操作与应急响应能力,demand,0,0,1,1,,按照工作指令完成船舶系解缆、装卸作业、储罐计量、取样及储罐和管线清洗；参与应急演练和应急响应工作,普通操作工
2429,港口码头照明工程能力,demand,0,0,1,1,,承担过单项合同额500万以上的室外公共空间(广场、公园、绿地、机场、体育场、车站、港口、码头等)功能照明工程或景观照明工程,城市及道路照明工程专业承包贰级技术负责人
2430,港口码头调度作业能力,demand,0,0,1,1,,编制作业计划并组织协调装卸，安排泊位、库场、机械设备及码头相关工作人员；下达作业预报及确报指令；跟踪装卸作业过程，及时协调处理异常情况,码头调度员
2431,港口码头质量体系管理能力,demand,0,0,1,1,,负责建立健全质量管理体系，过程质量体系运行、质量检测工作组织、质量评定或者评估程序执行、监督管理过程中发现的质量问题整改以及工程质量验证性检测结果等情况、质量内...,土建质量工程师（码头外包）
2432,港口经济与国际贸易管理能力,supply,1,1,0,0,专业具有国际贸易与港航特色，课程包括港口经济与管理、国际贸易运输与保险、国际货代模拟实训、进出口业务模拟实验。,,
2433,港口经营与管理能力,supply,1,1,0,0,专业设有港口经营与管理方向；特色课程：港口物流系统仿真、港口运营实验,,
2434,港口经营管理能力,demand,0,0,1,1,,负责港口经营管理。统筹船舶进出港调度计划；沟通协调港航、海关、边检等现场部门；为客户提供个性化解决方案服务；现场生产管理。,港口业务管培生
2435,港口绿色低碳评估能力,demand,0,0,1,1,,绿色企业（如港口、运输）申报技术咨询服务、第三方审核评估等咨询,绿色低碳评估工程师
2436,港口能源设施安全生产管理能力,demand,0,0,1,1,,严格执行“两票三制”，负责办理检修工作票的填写和执行操作票；发现异常情况，迅速准确汇报，按规程进行处理。,运行岗
2437,港口自动化系统设计开发能力,demand,0,0,1,1,,负责港口设备自动化系统电气设计、控制程序开发及测试、设备现场调试等；负责港口自动化新技术研发及设计、应用，以及完善推广；熟悉AB 1756系列、西门子300系列...,港口自动化工程师
2438,港口自动化设备管理与运维能力,demand,0,0,1,1,,负责港口自动化设备的日常管理和状态监测；运营中生产设备的技术保障及港口设备智能化技术升级的跟进工作,高级技术员
2439,港口自动驾驶感知定位算法能力,demand,0,0,1,1,,负责特定混行场景下（如港口，机场等）自动驾驶车辆的感知和高精定位算法、方案设计。,感知定位算法工程师
2440,港口航运智能化项目管理能力,demand,0,0,1,1,,挖掘燃料供应链及港口、航运等智能化升级的需求痛点、前瞻性及集团内部共性技术项目，联合外部供应商、高校和研发机构，推动产品智能化项目的落地实施。,智能化项目经理
2441,港口航运物联网技术研究能力,demand,0,0,1,1,,负责在高端传感器、物联网芯片、物联网操作系统、新型短距离通信、高精度定位等有实际应用场景的物联网技术领域进行前沿学术研究，并应用于信息创新、港口航运、仓储物流、...,物联网行业高级研究员
2442,港口航运管理能力,supply,1,1,0,0,核心课程包括港口管理、国际航运管理、港口装卸工艺与组织、航运公共管理等；实践环节包括港口管理课程设计、国际航运管理课程设计等。,,
2443,港口航运规划与运营管理能力,supply,1,1,0,0,交通运输专业核心课程包括交通运输工程学、交通规划理论与方法、集装箱运输与多式联运、国际航运管理、港航工程与规划等。,,
2444,港口航道与交通规划咨询能力,demand,0,0,1,1,,负责交通类项目的前期规划及咨询研究工作；方向包括港口航道与海岸工程等。,交通规划咨询师
2445,港口航道与海岸工程勘测设计能力,supply,1,1,0,0,能够发现并利用先进手段分析和解决港口、航道、海岸及相关领域的复杂工程问题；胜任港口工程、航道工程及海岸工程领域规划、勘察、设计工作。,,
2446,港口航道与海岸工程施工与管理能力,supply,1,1,0,0,掌握水运工程施工、水运工程概预算、建设项目管理等知识，能够从事施工、管理等工作。设有水运工程施工课程设计、生产实习等实践环节。,,
2447,港口航道与海岸工程施工管理能力,supply,1,1,0,0,胜任港口工程、航道工程及海岸工程领域施工、管理及相关的科研工作；核心课程包括水运工程现代施工与维护技术、水运工程经济与项目管理。,,
2448,港口航道与海岸工程综合实践能力,supply,1,1,0,0,通过认识实习、生产实习、毕业实习与设计等实践环节，以及多门课程设计，培养综合工程实践能力。,,
2449,港口航道与海岸工程能力,supply,1,1,0,0,掌握港口航道与海岸工程领域的专业知识及实践技能；能够在水利、能源、交通、建筑、海洋等行业从事工程勘测、规划、设计、施工、管理、技术开发、科学研究等方面的工作。,,
2450,港口航道与海岸工程规划能力,supply,1,1,0,0,能够在水利、交通、土木、能源、海洋等部门从事规划、设计、施工、管理等方面的工作。主干课程包括港口规划与布置、港口规划课程设计。,,
2451,港口航道与海岸工程设计能力,supply,1,1,0,0,掌握港口航道与海岸工程领域基本知识与技能，具备设计能力。主干课程包括港口工程学、航道工程、海岸工程学、水工钢筋混凝土结构，并设有课程设计。,,
2452,港口航道工程合同与计量管理能力,demand,0,0,1,1,,负责合同管理及相关结算工作；负责现场计量工作。,项目商务合同部合同管理/计量员
2453,港口航道工程技术方案编制与审核能力,demand,0,0,1,1,,负责相关技术方案的编制、审核；可以独立编制、审核施工方案等技术资料，内业功底扎实,项目技术质量部主任/副主任
2454,港口航道工程数字化交付管理能力,demand,0,0,1,1,,负责公司工程数字化交付工作对接和协调，与外包单位技术沟通、需求分析、实施方案编制、费用估算、合同签署、项目立项和实施、交付和验收等相关业务工作,专业管理岗（数字化专工）
2455,港口航道工程测量放样能力,demand,0,0,1,1,,配合测量员做好工程的测量放样工作。,港口航道方向 技术员（上海分公司）
2456,港口航道工程现场管理能力,demand,0,0,1,1,,检查承包单位投入工程项目的人力、材料、主要设备及使用、运行状况；复核或从施工现场直接获取工程计量的有关数据；检查工程各参建单位的工作质量。专业要求包括港口海岸及...,助理土建工程师（张家口）
2457,港口航道工程给排水设计能力,demand,0,0,1,1,,负责工程项目中的排水施工图设计管理工作；负责编写排水技术要求，检查设计及施工图纸,专业管理岗（水工专工）
2458,港口航道工程设计及水文分析能力,demand,0,0,1,1,,负责行洪论证、防洪评价；实施公司港口、水利工程项目设计，承担项目各阶段的设计及校审工作；负责专业图纸的设计，参与图纸的校核。,水文专业技术人员
