side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,生态学研究与科研创新能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,专业核心课程《科研方法论》（48课时/2学分）及实践（32课时/1学分），创新教育实践2学分，培养独立科研能力和创新创业能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,生物统计学与数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,工作技能必修课程《生物统计学》（3.5学分，48课时讲授+16课时实践），培养数据分析和处理能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,基础生物学与实验技能,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,学科基础课程包括植物生物学、动物生物学、微生物学、生物化学等，均含实验环节，培养扎实的基础生物学知识和实验技能。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,海洋生物学与实习实践能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,专业知识必修课《海洋生物学》（64课时/4学分）及实验（64课时/2学分），选修《海洋生物学及海洋学实习》（1周），强化海洋生物实践。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,生态环境监测与评价能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,专业知识必修课《环境监测》（2学分）及实验（1学分），选修《环境工程》《恢复生态学》等，培养生态环境调查与修复能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,生态规划与设计能力,环境工程治理能力,confirmed,环境工程和污染治理支撑合并,工作技能选修课《生态规划与设计》（2.5学分，含实践部分），培养生态产业规划与设计能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,海洋生态灾害与保护能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,专业知识选修课《海洋生态灾害学》（2学分）、《湿地生态学》（2.5学分）、《生物多样性》（2学分），培养生态环境管理与建设能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,地理信息系统与空间分析能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,工作技能选修课《地理信息系统》（2.5学分，含实践部分），培养空间分析与应用能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,人工智能与大数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,工作技能选修课《人工智能与大数据分析》（2学分），培养数字技术在生态领域的应用能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,潜水与海底生物调查能力,海洋地质地球物理能力,confirmed,海洋地质、地球物理和地球科学合并,工作技能选修课《潜水与海底生物调查》（1.5学分，含实践），培养水下调查与采样能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生态学-2024培养方案.pdf.txt,,,,跨学科学习与协作能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,毕业生能力要求第7条：有效的学习、交流、协作能力；创新教育实践要求学生通过学科竞赛、SRDP、创新创业训练等获得学分。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,海洋生物技术能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,专业特色课程包括海洋生物技术、微生物工程、酶工程、细胞工程、基因工程，并设有相应实验及海洋生物技术应用性实验等实践环节。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,生物化学与分子生物学能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,核心课程包括生物化学、分子生物学，并设有生物化学实验、分子生物学实验、生化与分子生物学综合大实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,遗传学与细胞生物学能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,核心课程包括遗传学、细胞生物学，并设有遗传学实验、细胞生物学实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,微生物学与免疫学能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,课程包括微生物学、免疫学，并设有微生物学实验、免疫学实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,海洋生物资源开发与种质工程能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,研究领域包括海洋动物遗传学与种质工程、海藻遗传学与种质工程，选修课程包括海洋生物遗传育种学、藻类生物技术。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,生物信息与大数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,选修课程包括生物信息学、人工智能与大数据分析、计算生物学，并设有生物信息学实践。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,海洋生物活性物质与功能材料能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,研究领域包括生物化学与海洋生物活性物质、海洋生物材料与生化制品，选修课程包括海洋生物功能材料及其综合大实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,生物技术实验与实践操作能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,必修实践环节包括大量实验课及综合大实验，如生化与分子生物学综合大实验、微生物工程实验、细胞工程实验等，并设有生物技术生产性实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,科学研究与方法论能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,必修课程包括科研方法论，并设有创新教育实践、毕业论文，培养科学思维和实验训练。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_5生命_生物技术-2024培养方案.pdf.txt,,,,生命科学综合认知能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,学科基础课程包括植物生物学、动物生物学、生态学等，核心课程涵盖生物统计学，培养全面的生命科学素养。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,渔业资源利用与修复能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握渔业资源利用与修复、增殖养殖工程、渔业管理、渔业大数据与卫星遥感等专业知识，具备综合运用所学专业理论和技术手段解决渔业工程问题的研究和应用基本能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,增殖养殖工程设计能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握增殖工程与海洋牧场、养殖水环境工程学等相关的专业理论知识，具备从事渔业资源修复、增殖养殖工程设计的研究和应用能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,渔业信息化技术能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握大数据与渔业信息技术、渔业遥感、机器人技术等相关专业理论知识，具备对渔业工程领域的复杂问题进行分析、模拟和预测的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,渔业管理与渔港监督能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握渔政管理与渔港监督等相关的专业理论知识，具备从事生态友好型渔具设计、渔业生产与管理等方面的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,海洋渔业科学与技术综合能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握海洋渔业科学与技术专业基础理论和实践技能，能够胜任在相关领域从事教学科研、技术开发及生产管理等工作的创新型复合人才。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,工程学与力学基础能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,掌握海洋学、工程力学、工程流体力学、工程制图等专业基本理论知识，具有深入学习本专业与工程学相关的专业知识的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,生物学与生态学基础能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,掌握普通动物学、鱼类学、水生生物学、普通生态学、鱼类行为学、生物统计等专业基本理论知识，具有深入学习本专业与生物学和生态学相关的专业知识的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,人工智能与信息学基础能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,掌握人工智能、神经网络与深度学习、计算机图形学等专业基本理论知识，具有深入学习本专业与生物学和生态学相关的专业知识的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,实验实践与科研设计能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,掌握文献查阅、科学实验设计和数据分析方法，具有较强的工程设计、实验操作、调查实践以及写作能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,增殖养殖工程实习能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,增殖养殖工程实习（2周，2学分），旨在培养学生创造性解决实际问题的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,海洋渔业技术实习能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,海洋渔业技术实习（3周，3学分），旨在培养学生创造性解决实际问题的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,渔政管理与渔港监督实习能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,渔政管理与渔港监督实习（1周，1学分），旨在培养学生创造性解决实际问题的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋渔业科学与技术-2024培养方案.pdf.txt,,,,海洋学与渔业资源调查能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,海洋学实习（1周，1学分），掌握海洋学基本知识。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产增养殖基础理论与技能,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,本专业面向国家生态发展、海洋强国和乡村振兴等发展战略的人才需求，适应新农科发展方向，培养具备水产生物增养殖科学等方面的基本理论、基本知识和基本技能。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产生物苗种繁育与养成能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,具有从事水产经济生物苗种繁育及养成、营养饲料、病害防控、增养殖设施、智慧渔业等方面科学研究、技术开发及管理的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产动物营养与饲料学能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,系统掌握水产经济动植物营养需求与饵料培养及饲料配制等专业理论；核心课程为水产动物营养与饲料学。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产动物病害防控能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,系统掌握水产经济动植物病害预防与治疗等专业理论；核心课程为水产动物病害学及实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,养殖水环境调控能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,系统掌握水产经济动植物水域环境调控等专业理论；核心课程为养殖水环境化学及实验。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产养殖设施与智慧渔业能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握水产养殖生产模式及不同生产模式设施构建技术；选修课程包括水产养殖设施、大数据与渔业信息技术。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,生物饵料培养能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,水生生物学与生物饵料培养实验（32课时/1学分），选修课程生物饵料培养（32课时/2学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水生生物学基础能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,拥有扎实的生物学、生态环境科学等支撑专业学习的基础理论知识体系；核心课程包括水生生物学。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,鱼类增养殖能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,核心课程包括鱼类增养殖学（32课时/2学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,贝类增养殖能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,核心课程包括贝类增养殖学（32课时/2学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,甲壳动物增养殖能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,核心课程包括甲壳动物增养殖学（32课时/2学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产养殖生产实习与实践能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,水产养殖生产实习（5周/5学分）；水产养殖科教融合与产业实践（32课时/1学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产养殖科研创新能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,拥有发现并解决水产养殖生产的技术问题能力，能够自主设计综合性实验，开展水产养殖基础理论问题的创新研究；创新教育实践2学分。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,水产品质量安全管理能力,水产品加工质量与市场服务能力,confirmed,水产品加工、质量和市场服务合并,掌握水产养殖生产规程和水产品质量安全相关的理论知识，具有从事与水产养殖产业相关的生产管理及行业管理能力；选修课程水产品安全与质量管理。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,国际交流与协作能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,了解水产养殖技术的国际发展动态，具备较强的国际交流与协作能力；要求学生获得不低于2个国际化教育学分。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_水产养殖学-2024培养方案.pdf.txt,,,,现代信息技术应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,掌握生物信息学、人工智能和大数据基本知识和专业理论体系，能够利用多学科交叉信息技术工具对水产专业领域复杂科学问题进行分析、预测和模拟；课程包括Python程序设计（3学分）。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,海洋生物资源与环境调查评估能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握渔业资源生物学及其增殖理论，具有较强的渔业资源调查、评估与增殖实践等应用能力。专业核心课程包括海洋生物资源与环境调查技术、生物资源评估、渔业资源生物学等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,海洋渔业资源增殖与养护能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握渔业资源生物学及其增殖理论，具有较强的渔业资源调查、评估与增殖实践等应用能力。必修课程包括增殖资源学，实践环节包括增殖资源学实习。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,海洋生态环境保护与修复能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,掌握海洋生物资源可持续利用和海洋生态环境保护相关的理论知识，具有海洋环境保护与海洋渔业资源可持续开发的能力。核心课程包括海洋环境生态学。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,渔业资源管理能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握现代渔业资源开发、资源养护、环境保护和渔业管理等方面的法律、法规和政策，能够应用于可持续海洋渔业资源管理和环境保护，具有从事与海洋资源与环境专业相关的渔业资源和环境管理能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,海洋生物学与生态学基础能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握水生生物学的基础知识，熟悉主要经济水生生物的形态特征、分类系统等；掌握主要生物资源与海洋环境之间相互作用的生态学过程及其机制。课程包括普通动物学、鱼类学、水生生物学、普通生态学等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,海洋环境科学实验与操作技能,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,具有较强的生物学、环境科学、海洋学等实验与操作技能。必修实验课程包括普通动物学实验、鱼类学实验、水生生物学实验、水环境化学实验等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,渔业海洋学与遥感技术应用能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,专业课程包括渔业海洋学导论、渔业遥感技术，培养在渔业海洋学领域的知识和技能。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,大数据与渔业信息技术应用能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,选修课程包括大数据与渔业信息技术及其实验，培养利用Python等工具进行渔业数据分析和信息技术应用的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,国际交流与外语能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,具备较高的外语读说听写水平和沟通能力，能够熟练进行国际学术交流，阅读本专业的外文文献资料，跟踪学科发展国际前沿。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_6水产_海洋资源与环境-2024培养方案.pdf.txt,,,,跨学科综合应用与创新能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,综合运用海洋生物资源与环境的基础理论及专业技能，具有较强的创新精神、创新思维、科研能力、实践能力和创业能力，开展创新研究和创业实践活动。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,港口航道与海岸工程勘测设计能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,能够发现并利用先进手段分析和解决港口、航道、海岸及相关领域的复杂工程问题；胜任港口工程、航道工程及海岸工程领域规划、勘察、设计工作。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,港口航道与海岸工程施工管理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,胜任港口工程、航道工程及海岸工程领域施工、管理及相关的科研工作；核心课程包括水运工程现代施工与维护技术、水运工程经济与项目管理。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,工程力学与结构分析能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,掌握水体-土体-结构力学特性及相互作用机理，建立数学、力学等模型，并进行计算、求解；课程包括理论力学、材料力学、结构力学、水运工程混凝土结构。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,水动力学与水文分析能力,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,能够针对复杂工程方案分析流场与水动力特性；核心课程包括水力学、工程水动力学基础、工程水文学、河流动力学、海岸动力学。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,港口规划布置与装卸工艺设计能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,能够基于勘察、统计方法给出港口航道与海岸工程的规划设计；核心课程包括港口规划与布置、装卸工艺与智慧港口。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,航道工程与海岸工程设计能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,能够运用专业理论知识开发和设计港口航道与海岸工程结构方案；核心课程包括港口水工建筑物、航道工程学、海岸工程学。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,工程实验与数据解释能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,具备设计和实施港口航道与海岸工程相关综合性实验实践的能力，掌握与工程有关的实验实践方法；具备分析和解释综合性实验实践数据的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,现代工程工具与信息技术应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,能够针对复杂工程问题，开发、选择与使用恰当的工具进行分析或预测；实践环节包括工程CAD与BIM技术、Matlab编程、Python程序设计。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,工程经济与项目管理能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,掌握工程项目管理的基本理论和解决工程项目管理实际问题的基本能力，并能在多学科环境中应用；核心课程包括水运工程经济与项目管理。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,工程伦理与可持续发展意识,工程伦理安全可持续能力,confirmed,伦理、安全、法律政策和可持续合并,能够正确评价港口航道与海岸工程相关的工程实践对于健康、安全、环境、法律以及经济和社会可持续发展的影响；具有工程报国、工程为民的意识。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,团队协作与沟通能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,能够在多样化、多学科背景下的团队中承担个体、团队成员以及负责人的角色；能够就复杂工程问题与业界同行及社会公众进行有效沟通和交流。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_港口航道与海岸工程-2024培养方案.pdf.txt,,,,终身学习与自主发展能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,具有自主学习和终身学习的意识和能力，能够理解广泛的技术变革对工程和社会的影响，适应新技术变革，具有批判性思维能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,机械设计制造能力,机械材料能源动力能力,confirmed,机械、材料、能源动力和装备支撑合并,具备机械设计原理与方法、机械制造工程原理与技术等基础知识及应用能力，能够在机械设计制造及自动化领域从事产品设计、制造、科学研究、技术开发与生产管理。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,传动与控制能力,机械材料能源动力能力,confirmed,机械、材料、能源动力和装备支撑合并,掌握机械系统中的传动与控制基础知识及应用能力，核心课程包括液压与气压传动、机电系统计算机控制等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,计算机应用能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,具备计算机应用技术基础知识及应用能力，核心课程包括C语言程序设计、Python程序设计、计算机辅助设计、计算方法及应用等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,海洋工程装备技术能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,掌握海洋相关知识背景，核心特色课程包括海洋工程装备技术、海洋可再生能源利用技术、水下机器人技术等。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,机械工程测试与控制能力,机械材料能源动力能力,confirmed,机械、材料、能源动力和装备支撑合并,核心课程包括工程测试技术、机械工程控制基础、机电系统计算机控制，培养学生测试、控制与计算机应用能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,工程设计与制图能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,核心课程包括画法几何与机械制图、机械原理、机械设计及相应课程设计，培养学生工程设计、制图及综合设计能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,机械制造工艺能力,机械材料能源动力能力,confirmed,机械、材料、能源动力和装备支撑合并,核心课程包括机械制造技术、工程材料及成型技术，配套金工实习、机械制造技术课程设计等实践环节，培养制造工艺能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,解决复杂工程问题能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,培养具有科学的思维方法、创新能力和解决复杂工程问题的能力，能够解决机械相关领域复杂工程实施过程中遇到的关键技术问题。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,工程实践与实习能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,必修实践包括金工实习、认识实习、生产实习、毕业实习、机电综合训练等，旨在培养学生创造性解决实际问题的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,工程管理与经济决策能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,理解并掌握机械工程领域的管理和经济决策的基本知识，具有较好的工程管理和经济决策能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,国际视野与沟通能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,能够阅读机械工程专业的外文资料，具有一定的国际视野，初步具有在跨文化背景下进行沟通和交流的能力。
supply,名称中含海的本科院校_公办院校_中国海洋大学（2024）_9工程_机械设计制造及其自动化-2024培养方案.pdf.txt,,,,创新与科研能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,创新教育实践要求2学分，通过参加学科竞赛、SRDP、国创等项目，参与教师科研课题、创业实践等，培养创新与科研能力。
